doc_id,source,category,title,text,date
2605.13379v1,arxiv,scientific,Universal Design and Physical Applications of Non-Uniform Cellular Automata on Translationally Invariant Lattices,"Universal Design and Physical Applications of Non-Uniform Cellular Automata on Translationally Invariant Lattices

Lattice geometry profoundly shapes physical phenomena such as subsystem symmetry and directed percolation (DP). Among various lattice geometries, hyperbolic lattices are characterized by constant negative curvature and non-Abelian translation symmetry, offering a rich platform for investigating this geometry-physics interplay. However, the exponentially growing lattice size and nontrivial translation symmetry make approaches developed for Euclidean lattices incompatible, a limitation particularly evident in uniform cellular automata (CA). To resolve this, we develop a higher-order non-uniform cellular automata (NUCA) algorithm applicable to both translationally invariant regular Euclidean and hyperbolic lattices. In the algorithm, the non-uniform update rules incorporate nontrivial geometric data through a lattice-deforming procedure. We demonstrate the broad applicability of our algorithm to hyperbolic lattices through several applications on the hyperbolic $\{5,4\}$ lattice. By applying a linear NUCA, we generate subsystem symmetry-protected topological (SSPT) states and spontaneous subsystem symmetry-breaking states associated with regular or irregular subsystem symmetries unattainable on Euclidean lattices. We design the multi-point strange correlators to detect nontrivial SSPT states and derive a sufficient condition for non-Abelian translationally invariant NUCA-generated models. Furthermore, by generalizing the NUCA to non-uniform Clifford quantum cellular automata (CQCA), we generate subsystem symmetries of the hyperbolic cluster state, extending the established correspondence between translationally invariant CQCA and subsystem symmetries. Moreover, we simulate the DP process via a probabilistic NUCA that inherits the treelike structure of the lattice, and numerically estimate percolation thresholds and the phase diagram.",2026-05-13T11:34:41Z
pubmed_42127169,pubmed,medical,IgLON5 autoimmune antibodies activate Tau via neuronal hyperactivity.,"IgLON5 autoimmune antibodies activate Tau via neuronal hyperactivity.

Anti-IgLON5 disease is an autoimmune disease, in which autoantibodies (AABs) against the neuronal cell surface protein IgLON5 lead to profound brain dysfunction and Tau pathology. How α-IgLON5 AABs cause neuronal Tau protein pathology and neurodegeneration remains unclear. We find that patient-derived α-IgLON5 AABs cluster IgLON5 proteins with other cell surface proteins, leading to neuronal hyperactivity that triggers pathological Tau missorting and phosphorylation, typically observed early in Tau-related neurodegenerative diseases. In wild-type mice, α-IgLON5 AABs induce hippocampal Tau phosphorylation and neuroinflammatory responses. Our findings establish a causal link between the α-IgLON5 AABs and Tau pathology in anti-IgLON5 disease patients and highlight the role of neuronal hyperactivity as a disease-overarching driver of Tau pathology and provide a potential target for therapeutic intervention.",2026
pubmed_37537705,pubmed,medical,Meeting report: the ALPHA project: a stakeholder meeting on lupus clinical trial outcome measures and the patient perspective.,"Meeting report: the ALPHA project: a stakeholder meeting on lupus clinical trial outcome measures and the patient perspective.

Drug development in lupus has improved over the past 10 years but still lags behind that of other rheumatic disease areas. Assessment of prospective lupus therapies in clinical trials has proved challenging for reasons that are multifactorial including the heterogeneity of the disease, study design limitations and a lack of validated biomarkers which greatly impacts regulatory decision-making. Moreover, most composite outcome measures currently used in trials do not include patient-reported outcomes. Given these factors, the Addressing Lupus Pillars for Health Advancement Global Advisory Committee members who serve on the drug development team identified an opportunity to convene a meeting to facilitate information sharing on completed and existing outcome measure development efforts. This meeting report highlights information presented during the meeting as well as a discussion on how the lupus community may work together with regulatory agencies to simplify and standardise outcome measures to accelerate development of lupus therapeutics.",2023
2605.02286v1,arxiv,financial,Empirical Evaluation of Deadline-Resolved Information Leakage on Documented Polymarket Insider Cases,"Empirical Evaluation of Deadline-Resolved Information Leakage on Documented Polymarket Insider Cases

This paper reports an end-to-end empirical evaluation of the deadline-Information Leakage Score (ILS-dl) extension introduced in the companion methodology paper. The deadline-ILS extends the original ILS to deadline-resolved prediction-market contracts, the dominant structural form of publicly documented insider trading on Polymarket. We anchor the evaluation in the 2026 U.S.-Iran conflict cluster of the ForesightFlow Insider Cases (FFIC) inventory, the largest documented deadline cluster. The evaluation has four parts: per-category exponential-hazard estimation, a single-case ILS-dl computation, cross-market wallet analysis, and methodological refinements.
  Hazard-rate estimation produces an adequate exponential fit for military-geopolitics markets (KS p = 0.609, half-life 2.3 days) and a preliminary fit for corporate-disclosure markets (n = 5). The regulatory-decision category is rejected as bimodal (p = 0.013). On the largest applicable FFIC contract (""US forces enter Iran by April 30,"" $269M volume), the article-derived public-event timestamp yields ILS-dl = +0.113 versus a resolution-anchored proxy value of -0.331: a 0.444 shift in magnitude on opposite sides of zero, demonstrating that the extension distinguishes signal from proxy artefact. Pre-event drift is mild, and short-window variants (30-min, 2-hour) are exactly zero. Cross-market wallet analysis identifies 332 wallets active in both major Iran-cluster markets, but the available trade history covers only the resolution-settlement window.",2026-05-04T07:22:13Z
2605.13742v1,arxiv,scientific,Macroscopic Activity-Based Modeling of Urban Active Mobility,"Macroscopic Activity-Based Modeling of Urban Active Mobility

This paper develops a macroscopic, activity-based model of urban active mobility using nonintrusive sensor data. It introduces attendance functions to describe spatio-temporal travel patterns between activities and formulates the disaggregation of aggregated counts as a statistical inference problem. Counts are modeled as Poisson variables, and unknown subpopulation sizes are estimated via maximum likelihood, with theoretical guarantees and an efficient EM algorithm for computation. Grounded in a microscopic stochastic model, the framework offers a scalable and privacy-preserving approach to analyzing urban soft mobility dynamics.",2026-05-13T16:19:21Z
pubmed_35723753,pubmed,medical,Prevalence of Helicobacter pylori infection in the general population evaluated by a resident-register-based epidemiological study.,"Prevalence of Helicobacter pylori infection in the general population evaluated by a resident-register-based epidemiological study.

The current status of Helicobacter pylori infection in Japan has not been investigated. We evaluated the status of H. pylori infection in a Japanese general population using large-scale resident-register-based sampling.",2022
2605.13520v1,arxiv,scientific,Beyond Explained Variance: A Cautionary Tale of PCA,"Beyond Explained Variance: A Cautionary Tale of PCA

We address shortcomings of principal component analysis (PCA) for visualizing high-dimensional data lying on a nonlinear low-dimensional manifold via two-dimensional scatterplots, focusing on a fossil teeth dataset from the early mammalian insectivore Kuehneotherium. While the PCA scatterplot reported by Jolliffe and Cadima (Philosophical Transactions of the Royal Society A, 2016) shows clustering in the region where PC2 < 0, our analysis based on t-SNE and persistent homology (PH) reveals a ring-like structure with no evident clustering and intrinsic dimensionality equal to one. We further propose a generative probabilistic-geometric model in which the data are sampled uniformly from a unit circle. Under this model, pairwise cosine distances follow an arcsine distribution, in qualitative agreement with the observed U-shaped distribution, thereby independently supporting the analysis based on tt t-SNE and persistent homology.",2026-05-13T13:37:31Z
2605.13039v1,arxiv,financial,Pitfall of Precision in Noisy Signaling,"Pitfall of Precision in Noisy Signaling

A principal decides whether to approve an agent based on a noisy signal (e.g., test scores) generated by the agent. High-quality agents can produce high signals on average at lower cost, but the realizations are subject to noise that depends on the screening technology's precision. We uncover a paradoxical ""pitfall of precision"": when precision is already high, further improvements reduce screening accuracy and lower the principal's welfare. This occurs because greater precision incentivizes strategic signaling from more low-quality agents, outweighing the direct benefit from improved precision. The pitfall of precision also has implications for statistical discrimination: groups with noisier technologies face lower approval rates yet may be favored ex ante -- a reversal of discrimination. We also examine how commitment power helps mitigate the pitfall.",2026-05-13T05:50:02Z
wiki_fiscal_policy,wikipedia,financial,Fiscal policy,"In economics and political science, fiscal policy is the use of government revenue collection (taxes or tax cuts) and expenditure to influence a country's economy. The use of government revenue expenditures to influence macroeconomic variables developed in reaction to the Great Depression of the 1930s, when the previous laissez-faire approach to economic management became unworkable. Fiscal policy is based on the theories of the British economist John Maynard Keynes, whose Keynesian economics theorised that government changes in the levels of taxation and government spending influence aggregate demand and the level of economic activity. Fiscal and monetary policy are the key strategies used by a country's government and central bank to advance its economic objectives. The combination of these policies enables these authorities to target inflation and to increase employment. In modern economies, inflation is conventionally considered ""healthy"" in the range of 2%–3%. Additionally, it is designed to try to keep GDP growth at 2%–3% and the unemployment rate near the natural unemployment rate of 4%–5%. This implies that fiscal policy is used to stabilise the economy over the course of the business cycle.
Changes in the level and composition of taxation and government spending can affect macroeconomic variables, including:

aggregate demand and the level of economic activity
saving and investment
income distribution
allocation of resources.
Fiscal policy can be distinguished from monetary policy, in that fiscal policy deals with taxation and government spending and is often administered by a government department; while monetary policy deals with the money supply, interest rates and is often administered by a country's central bank. Both fiscal and monetary policies influence a country's economic performance.


== Monetary/fiscal debate ==

Since the 1970s, it became clear that monetary policy performance has some benefits over fiscal policy due to the fact that it reduces political influence, as it is set by the central bank (to have an expanding economy before the general election, politicians might cut the interest rates). Additionally, fiscal policy can potentially have more supply-side effects on the economy: to reduce inflation, the measures of increasing taxes and lowering spending would not be preferred, so the government might be reluctant to use these. Monetary policy is generally quicker to implement as interest rates can be set every month, while the",
2605.10060v1,arxiv,financial,Skill Premia and Pre-Marital Investments in Marriage Markets,"Skill Premia and Pre-Marital Investments in Marriage Markets

I study a decentralized marriage market with search frictions, costly pre-marital skill investments, and non-transferable utility. Despite a symmetric environment, the market can exhibit asymmetric equilibria, with one gender investing more in skills than the other; in some environments, the asymmetric equilibrium is unique. A microfounded model of household utility maximization shows that this transition from a unique symmetric equilibrium to a unique asymmetric equilibrium can be driven by rising labor-market wages for high-skilled workers: as the skill premium rises, one gender ends up fully investing while the other invests substantially less.",2026-05-11T06:38:08Z
2605.13588v1,arxiv,scientific,On the Apparent Correlation between X-ray and Neutrino Luminosities of Active Galactic Nuclei,"On the Apparent Correlation between X-ray and Neutrino Luminosities of Active Galactic Nuclei

Recent studies have reported a linear correlation between the hard X-ray and high-energy neutrino luminosities of active galactic nuclei (AGN), suggesting a possible physical connection between these two messengers. In this work, we challenge this interpretation by demonstrating that the observed correlation may arise purely from selection effects. We analyze 10 years of IceCube public data for a sample of Seyfert galaxies and blazars from the \textit{Swift} BAT catalog. While our data reproduces the apparent $L_ν$--$L_X$ correlation for sources with mild (but not significant) neutrino evidence, we show through Monte Carlo simulations that the same correlation appears even when analyzing random sky positions with no astrophysical sources. The key issue is that TS-based source selection effectively restricts the neutrino flux to a narrow range (a factor of several), while the luminosity distance of the sample spans $\sim4$ orders of magnitude. This causes the luminosity $L = 4πD_L^2 F$ to be dominated by the distance term rather than intrinsic flux variations, creating an artificial correlation. While a robust flux correlation ($F_ν$--$F_X$) for high-significance sources may indicate a genuine physical link, our results demonstrate that a luminosity-luminosity correlation alone is insufficient to establish a physical relationship between neutrino and X-ray emission in AGN.",2026-05-13T14:23:24Z
2605.13779v1,arxiv,scientific,MinT: Managed Infrastructure for Training and Serving Millions of LLMs,"MinT: Managed Infrastructure for Training and Serving Millions of LLMs

We present MindLab Toolkit (MinT), a managed infrastructure system for Low-Rank Adaptation (LoRA) post-training and online serving. MinT targets a setting where many trained policies are produced over a small number of expensive base-model deployments. Instead of materializing each policy as a merged full checkpoint, MinT keeps the base model resident and moves exported LoRA adapter revisions through rollout, update, export, evaluation, serving, and rollback, hiding distributed training, serving, scheduling, and data movement behind a service interface. MinT scales this path along three axes. Scale Up extends LoRA RL to frontier-scale dense and MoE architectures, including MLA and DSA attention paths, with training and serving validated beyond 1T total parameters. Scale Down moves only the exported LoRA adapter, which can be under 1% of base-model size in rank-1 settings; adapter-only handoff reduces the measured step by 18.3x on a 4B dense model and 2.85x on a 30B MoE, while concurrent multi-policy GRPO shortens wall time by 1.77x and 1.45x without raising peak memory. Scale Out separates durable policy addressability from CPU/GPU working sets: a tensor-parallel deployment supports 10^6-scale addressable catalogs (measured single-engine sweeps through 100K) and thousand-adapter active waves at cluster scale, with cold loading treated as scheduled service work and packed MoE LoRA tensors improving live engine loading by 8.5-8.7x. MinT thus manages million-scale LoRA policy catalogs while training and serving selected adapter revisions over shared 1T-class base models.",2026-05-13T16:59:08Z
pubmed_42124488,pubmed,medical,"Molecular Dialogues in the Mitochondria-Microbiome Crosstalk: Metabolites, Signaling, and Immunity.","Molecular Dialogues in the Mitochondria-Microbiome Crosstalk: Metabolites, Signaling, and Immunity.

The bidirectional dialogue between mitochondria and the human microbiota-the mitochondria-microbiome axis-plays a pivotal role in regulating host metabolism, immune signaling, and overall physiological homeostasis. Growing evidence underscores the role of microbial metabolites-including short-chain fatty acids, secondary bile acids, and lipopolysaccharides-as direct modulators of mitochondrial bioenergetics, redox balance, and inflammatory cascades. Conversely, mitochondrial integrity governs the microbial landscape by regulating local oxygen tension, modulating immune-mediated selection, and secreting metabolic byproducts that shape commensal populations. Disruptions to this bidirectional crosstalk are linked to a diverse pathological spectrum. These include metabolic syndromes like obesity, type 2 diabetes, and NAFLD; neurodegenerative disorders such as Parkinson's and Alzheimer's; and systemic inflammatory conditions, notably inflammatory bowel disease and various autoimmune pathologies. Therapeutic interventions designed to modulate this axis-ranging from targeted probiotics, dietary interventions, and mitochondrial boosters-offer significant potential for reinstating physiological homeostasis. This review explores the molecular foundations of mitochondria-microbiome crosstalk, its role in disease pathogenesis, and the potential for microbiome-targeted therapies to restore mitochondrial health. Unraveling this complex dialogue may open new avenues for treating diseases rooted in metabolic and microbial dysbiosis. On the basis of a wide-ranging literature survey, the frontiers of the molecular dialogues involved in the mitochondria-microbiome communications are evaluated. By analyzing publication trends, we identify nascent perspectives and transformative concepts, mapping the mitochondria-microbiome axis research, aiming to bridge the gap between basic science and translational applications. This synthesis offers a fresh lens for treating diseases rooted in this intricate biological interplay.",2026
pubmed_42125662,pubmed,medical,A glial oxidative signature predicts disability in primary progressive multiple sclerosis and is associated with long-term cognitive decline.,"A glial oxidative signature predicts disability in primary progressive multiple sclerosis and is associated with long-term cognitive decline.

Progressive multiple sclerosis (MS) involves heterogeneous mechanisms, and primary progressive MS without inflammatory activity (PPMS-NA) is poorly understood.",2026
pubmed_41512668,pubmed,medical,What happens to population health when the doctors leave? Evidence from the exit of Cuban doctors in Brazil.,"What happens to population health when the doctors leave? Evidence from the exit of Cuban doctors in Brazil.

This paper studies the effects of a large-scale exit of doctors on population health outcomes, health production inputs, outputs, and health system adaptation in Brazil. Identification exploits the exogenous timing of the Cuban exit from municipalities that relied more versus less on Cuban doctors within the More Doctors Program. We find persistent reductions in the care of chronic diseases, while service utilization for conditions requiring immediate care, such as maternal-related services and infections, quickly recovered. Reductions in utilization did not translate into changes in health outcomes. Supply-side response and demand diversion helped mitigate major adverse repercussions for population health at the market level.",2026
2605.13654v1,arxiv,scientific,Free-surface deformations induced by three-dimensional turbulence,"Free-surface deformations induced by three-dimensional turbulence

We report the experimental characterization of free-surface deformations generated by three-dimensional homogeneous and isotropic turbulence. Using Fourier transform profilometry in a jet-forced turbulent tank, we perform spatiotemporal measurements of the surface elevation field over a wide range of turbulence intensities. The standard deviation of surface deformations scales linearly with subsurface velocity fluctuations. The spectra of surface deformations highlight the coexistence of two mechanisms: transient coherent structures (e.g., upwelling) contributing to the low-frequency, large-scale spectral components, and a passive response to subsurface turbulent pressure fluctuations responsible for the power-law spectral scaling. The wavenumber and frequency spectra of surface deformations exhibit similar power-law exponents (-2.5), suggesting the advection of turbulent structures at the free surface. We develop a linear response model based on the transfer function from the free surface to turbulent pressure fluctuations, incorporating wave-turbulent damping. The model successfully predicts the main features of the turbulent surface: spatiotemporal spectrum shape, similar spectrum power-law exponents (-7/3), and dominance of passive response over wave generation. These findings provide new insights into free-surface turbulence in regimes where turbulent velocities remain below the surface-breaking threshold.",2026-05-13T15:13:09Z
pubmed_25302313,pubmed,medical,Balancing Clinical and Pathologic Relevence in the Machine Learning Diagnosis of Epilepsy.,"Balancing Clinical and Pathologic Relevence in the Machine Learning Diagnosis of Epilepsy.

The application of machine learning to epilepsy can be used both to develop clinically useful computer-aided diagnostic tools, and to reveal pathologically relevant insights into the disease. Such studies most frequently use neurologically normal patients as the control group to maximize the pathologic insight yielded from the model. This practice yields potentially inflated accuracy because the groups are quite dissimilar. A few manuscripts, however, opt to mimic the clinical comparison of epilepsy to non-epileptic seizures, an approach we believe to be more clinically realistic. In this manuscript, we describe the relative merits of each control group. We demonstrate that in our clinical quality FDG-PET database the performance achieved was similar using each control group. Based on these results, we find that the choice of control group likely does not hinder the reported performance. We argue that clinically applicable computer-aided diagnostic tools for epilepsy must directly address the clinical challenge of distinguishing patients with epilepsy from those with non-epileptic seizures.",2013
2605.13653v1,arxiv,scientific,Efficient simulation of chemical reaction in DSMC,"Efficient simulation of chemical reaction in DSMC

A macroscopic mesoscopic, deterministic stochastic coupling strategy is proposed to accelerate the direct simulation Monte Carlo (DSMC) method for chemical reaction. First, a macroscopic synthetic equation is formulated by integrating continuum constitutive relations for diffusion, stress, and heat flux, along with higher order constitutive relations that capture nonequilibrium transport effects. Second, higher order constitutive relations and chemical reaction source terms are sampled from DSMC and embedded into the macroscopic synthetic equation. Third, the macroscopic system is solved to the steady state, whose solution is then employed to correct particle distributions in DSMC intermittently. This coupling features asymptotic preserving, fast converging and noise reduction properties, supporting efficient, accurate simulations with coarse spatiotemporal grids and reduced evolution/sampling steps. Accordingly, it mitigates major computational bottlenecks of DSMC for near continuum flows by several orders of magnitude.",2026-05-13T15:13:02Z
pubmed_39578451,pubmed,medical,ATP dynamics as a predictor of future podocyte structure and function after acute ischemic kidney injury in female mice.,"ATP dynamics as a predictor of future podocyte structure and function after acute ischemic kidney injury in female mice.

Acute kidney injury (AKI), typically caused by ischemia, is a common clinical complication with a poor prognosis. Although proteinuria is an important prognostic indicator of AKI, the underlying causal mechanism remains unclear. In vitro studies suggest that podocytes have high ATP demands to maintain their structure and function, however, analyzing their ATP dynamics in living kidneys has been technically challenging. Here, using intravital imaging to visualize a FRET-based ATP biosensor expressed systemically in female mice due to their suitability for glomerular imaging, we monitor the in vivo ATP dynamics in podocytes during ischemia reperfusion injury. ATP levels decrease during ischemia, but recover after reperfusion in podocytes, exhibiting better recovery than in glomerular endothelial cells. However, prolonged ischemia results in insufficient ATP recovery in podocytes, which is inversely correlated with mitochondrial fragmentation and foot process effacement during the chronic phase. Furthermore, preventing mitochondrial fission via pharmacological inhibition ameliorates podocyte injury in vitro, ex vivo, and in vivo. Thus, these findings provide several insights into how ATP depletion and mitochondrial fragmentation contribute to podocyte injury after ischemic AKI and could potentially be therapeutic targets.",2024
2605.13721v1,arxiv,scientific,Do Hopfield Networks Dream of Stored Patterns? A Statistical-Mechanical Theory of Dreaming in Multidirectional Associative Memories,"Do Hopfield Networks Dream of Stored Patterns? A Statistical-Mechanical Theory of Dreaming in Multidirectional Associative Memories

We introduce the Dreaming $L$-directional Associative Memory (DLAM), a multi-layer Hebbian architecture in which off-line dreaming and supervised heteroassociative coupling coexist within a single energy function, placing our approach within the framework of energy-based models (EBMs). The replica-symmetric free energy, derived via the Guerra interpolation scheme, yields self-consistency equations governing the order parameters across the control-parameter space. The effective local field decomposes into signal, intra-layer dreaming noise, and inter-layer noise. Dreaming improves retrieval by differentially attenuating high-eigenvalue interference modes of the empirical correlation matrix, suppressing inter-pattern crosstalk while preserving the signal. Dreaming and inter-layer coupling prove synergistic, opening retrieval regions unreachable by either mechanism alone, as confirmed by Monte Carlo simulations for $L=3$. Their interplay is most pronounced on pattern disentanglement: given a mixture state as input, the network splits the constituent patterns one-per-layer, recovering each modality-specific pattern from a common cue that simultaneously blends noisy evidence from all sensory channels. Phase diagrams are planar projections of the hyperspace $(α,β,ρ,t)$-where $α$ is the storage load, $β$ the fast-noise inverse temperature, $ρ$ the dataset entropy, and $t$ the sleeping time. In the $(ρ,t)$-plane, the diagrams reveal a data-computation trade-off: off-line consolidation substitutes for additional training data, extending to heteroassociative architectures a phenomenon previously established for autoassociative networks. Enriching the standard Hopfield model with heteroassociativity and dreaming gives rise to EBMs capable of complex tasks beyond classical pattern recognition, contributing to a modern theory of neural information processing.",2026-05-13T16:05:36Z
2605.04479v1,arxiv,financial,ESG as Priced Crash Insurance: State-Dependent Tail Risk and Deconfounding Evidence,"ESG as Priced Crash Insurance: State-Dependent Tail Risk and Deconfounding Evidence

This research establishes ESG as a state dependent insurance mechanism against equity crashes by addressing the decoupling of unconditional alpha from tail risk resilience. By validating market stress regimes as distinct economic states through a drawdown-based truncation rule, the study demonstrates that high ESG ratings materially reduce the incidence of discrete crash events during systemic drawdowns. To address the selection bias and high-dimensional confounding inherent in traditional linear frameworks, we implement Double Machine Learning as a structural deconfounding layer. Unlike simple predictive modeling, the Double Machine Learning framework utilizes machine learning to handle complex nuisance parameters, allowing us to isolate the asymmetric treatment effects of ESG across different market states. Distributional analysis reveals the underlying mechanism as ESG specifically attenuates the severity of realized tail losses at the most adverse quantiles instead of shifting the entire return distribution. Confirmed by structural estimates, this protection functions as priced insurance that incurs performance drags during stable periods while providing critical resilience when tail risks are most acute.",2026-05-06T04:07:29Z
2605.13679v1,arxiv,financial,How many parents does it take? Parental time allocation and the effectiveness of fertility subsidies,"How many parents does it take? Parental time allocation and the effectiveness of fertility subsidies

There has long been an apparent consensus in the literature on intra-household allocation and fertility that greater paternal involvement in childcare relaxes maternal time constraints, enabling mothers to increase their labor supply or leisure. Recent evidence, particularly from South Korea, challenges this view: increases in fathers' childcare time have coincided with a further increase in mothers' time dedicated to child-rearing. This paper develops an Overlapping Generations (OLG) growth model to address such a puzzle. The central mechanism and our main innovation hinge on the functional form of the childcare technology. When maternal and paternal time are substitutes, the conventional result holds. However, when they are complements, greater paternal involvement necessarily raises maternal childcare time, depressing fertility and redirecting household resources toward child quality. We further argue that the elasticity of substitution should not be interpreted as a pure preference parameter, as it also reflects the social and institutional norms, the skills each parent brings to child-rearing and their intergenerational transmission. The model is extended to study the effectiveness of pro-natalist subsidies, suggesting that such policies may generate an unintended anti-fertility bias. Numerical simulations calibrated loosely to South Korean data confirm that the model is consistent with the observed quantity-quality trade-off and the persistence of low fertility despite active pro-natalist policy.",2026-05-13T15:37:08Z
pubmed_39228388,pubmed,medical,Mental health providers are inexperienced but interested in telehealth-based virtual reality therapy: survey study.,"Mental health providers are inexperienced but interested in telehealth-based virtual reality therapy: survey study.

Virtual reality (VR) is an emerging technology that can enhance experiences and outcomes in mental healthcare. However, mental health therapists have been slow to adopt VR into practice. Implementation of telehealth-based VR therapy (tele-VR) could catalyze adoption and innovation in mental healthcare. To explore therapists' perspectives on tele-VR, we conducted a cross-sectional survey of practicing mental health providers in the United States in June-July 2023. We analyzed 176 completed surveys from therapists, of whom 51.14% had no prior experience with VR, only 6.25% had used VR clinically, and 56.82% had neutral impressions of VR for therapy. Despite therapists' general inexperience with VR, therapists indicated a wide variety of tele-VR simulations (e.g., social situations, flying, heights) and features (e.g., personalized spaces, homework, interactivity) would be moderately to extremely useful for their practices. Therapists also requested additional VR simulations and features for their telehealth clients such as behavioral skills training, exposure therapy, gender identity therapy, and psychological assessments in VR. Therapists rated Health Insurance Portability and Accountability Act compliance, the ability to try VR before buying, affordability for therapists, accessibility for clients, and insurance coverage as the five most influential implementation factors for tele-VR. Overall, therapists were generally inexperienced and neutral about VR for telehealth therapy, but were interested in tele-VR for specific applications. These findings provide actionable directions for future research and collaborative development of therapeutic VR content and features.",2024
pubmed_37459098,pubmed,medical,Provision of Digital Health Technologies for Opioid Use Disorder Treatment by US Health Care Organizations.,"Provision of Digital Health Technologies for Opioid Use Disorder Treatment by US Health Care Organizations.

Digital health technologies may expand organizational capacity to treat opioid use disorder (OUD). However, it remains unclear whether these technologies serve as substitutes for or complements to traditional substance use disorder (SUD) treatment resources in health care organizations.",2023
2605.13150v1,arxiv,scientific,Generative Modeling of Approximately Periodic Time Series by a Posterior-Weighted Gaussian Process,"Generative Modeling of Approximately Periodic Time Series by a Posterior-Weighted Gaussian Process

Discrete automated processes in industrial and cyber-physical systems often exhibit a repetitive structure in which successive repetitions follow a common trajectory while differing in duration, amplitude, and fine-scale dynamics. Such \emph{approximately periodic} behavior poses a challenge for Gaussian Processes (GP) modeling: strictly periodic models suppress inter-repetition variability, while non-periodic models fail to capture the strong structural regularities required for generation. In this work, we propose a stochastic generative model for approximately periodic time series. The model is based on a GP whose posterior is modulated by a novel kernel. Our approach decouples intra-repetition structure from inter-repetition variability through a two-stage construction which yields a generative distribution with a identical mean function across repetitions, while allowing smooth variation between repetitions. The modeling choices are supported by an implementation in which realistic synthetic trajectories are generated from toy datasets.",2026-05-13T08:17:00Z
pubmed_42093140,pubmed,medical,Impact of Pharmacist-Managed Diabetes Care on Clinical Outcomes in Rural Health Clinics.,"Impact of Pharmacist-Managed Diabetes Care on Clinical Outcomes in Rural Health Clinics.

Centers for Medicare & Medicaid Services (CMS)-designated Rural Health Clinics (RHCs) play a critical role in addressing diabetes in medically underserved areas. To address care gaps, 2 RHCs implemented an innovative collaborative pharmacist care model.",2026
2605.09029v1,arxiv,financial,Secret Communication with Plausible Deniability,"Secret Communication with Plausible Deniability

Communication is secret if a message is independent of the state; however, the receiver's subsequent action may still reveal that she has acted on hidden information. This paper studies when secret communication can also provide plausible deniability: under single-crossing preferences, every action induced by the sender's message must be rationalizable using the receiver's baseline information alone. We characterize joint information structures that satisfy both secrecy and plausible deniability. We show that plausible deniability restricts communication exactly when the baseline message is directional -- meaning its likelihood is monotone in the state. Combining this restriction with secrecy, we show that, for directional messages, frontier communication reveals at most whether the state lies above or below a cutoff. Finally, we identify conditions under which a greatest feasible communication structure exists and can be constructed explicitly in a simple way.",2026-05-09T16:10:39Z
2605.13712v1,arxiv,scientific,Enhanced Near-Field Thermal Radiation Driven by Multiple Corner and Edge Modes in Subwavelength Square Nanowires,"Enhanced Near-Field Thermal Radiation Driven by Multiple Corner and Edge Modes in Subwavelength Square Nanowires

We demonstrate that the near-field thermal radiation between subwavelength SiC nanowires with square cross sections is dominated by multiple corner and edge resonances rather than the single surface-phonon-polariton channel of planar surfaces. Fluctuational electrodynamics simulations reveal that these resonances lie within the SiC Reststrahlen band, redshift for thinner nanowires, and yield a four-fold enhancement of thermal conductance. This maximum enhancement occurs when the separation gap nearly matches the nanowire thickness, balancing dimensional confinement and interwire coupling. These findings establish square nanowires as a versatile platform for geometrycontrolled near-field heat transfer in nanoscale heat management and energy conversion.",2026-05-13T15:58:56Z
2605.13671v1,arxiv,scientific,Stochastic modeling of Fourier modes in two-dimensional turbulence via filtered white noise,"Stochastic modeling of Fourier modes in two-dimensional turbulence via filtered white noise

Modeling turbulent flows by a random Fourier decomposition is a classical procedure in order to use simplified models of turbulence in heat transport and other applications. We carefully investigate the Fourier time series of two-dimensional turbulent flows forced at intermediate scales and identify significant statistical structures. In particular, we find the existence of a typical time correlation length, and propose a stochastic model for the Fourier components. Finally, we compute the transport of a passive tracer under purely convective dynamics by means of direct numerical simulation of the turbulent flow and compare it with the effective diffusion produced by the stochastic model.",2026-05-13T15:30:19Z
pubmed_42086296,pubmed,medical,"Optimising care for uncomplicated type 2 diabetes mellitus in Lagos, Nigeria: cost and benefit estimates using real-world data.","Optimising care for uncomplicated type 2 diabetes mellitus in Lagos, Nigeria: cost and benefit estimates using real-world data.

Diabetes mellitus accounts for a significant share of morbidity and mortality in ages 30-70 years worldwide. In sub-Saharan Africa, diabetes care is often suboptimal for reasons ranging from health system weaknesses to patient illiteracy and non-compliance with recommendations. This study explores the potential costs and health benefits of optimising care for uncomplicated type 2 diabetes in Lagos State, Nigeria.",2026
2605.11450v1,arxiv,scientific,Scalable vertex guided filtrations identify structurally relevant genes in cancer networks,"Scalable vertex guided filtrations identify structurally relevant genes in cancer networks

Topological data analysis (TDA) has established itself as a useful tool for capturing multiscale structures in complex networks, such as connected components, cycles, and cavities. Although Vietoris-Rips (VR) filtering is widely used in network analysis, it tends to be computationally expensive, especially for large networks. This work explores vertex function-based (VFB) filtering based on network measures, applying persistent homology to identify relevant topological structures in cancer-associated protein networks, and compares its effectiveness with the VR approach. The results show that VFB reproduces the second-order structures (Betti-2) identified by VR, recovering previously reported essential genes. In addition, VFB detected new driver genes, confirmed in databases such as IntOGen and NCG, and allowed analysis of third-order structures (Betti-3) that was not feasible with VR. Thus, VFB represents a scalable alternative to VR, preserving biological interpretability and complementing classical network metrics.",2026-05-12T03:00:44Z
